name,.pred,PPTDist_Recent_Wtr_Year_2023,PPTDist_Recent_Wtr_Year_2023_scaled,Geographic_Dist,Geographic_Dist_scaled,TempDist_Recent_Wtr_Year_2023,TempDist_Recent_Wtr_Year_2023_scaled
WY_Recent,0.4223293217723911,-944.7777777777778,0.931263949662391,119847.96696553388,1.0812993504044707e-14,3.1075097919757018,5.905426603330378e-16
WY_Recent,0.41952905880445557,-917.4000000000001,1.0057650656353823,119847.96696553388,1.0812993504044707e-14,3.1075097919757018,5.905426603330378e-16
WY_Recent,0.4167339685829931,-890.0222222222222,1.0802661816083736,119847.96696553388,1.0812993504044707e-14,3.1075097919757018,5.905426603330378e-16
WY_Recent,0.41394422072041986,-862.6444444444444,1.154767297581365,119847.96696553388,1.0812993504044707e-14,3.1075097919757018,5.905426603330378e-16
WY_Recent,0.41115998347770233,-835.2666666666667,1.2292684135543561,119847.96696553388,1.0812993504044707e-14,3.1075097919757018,5.905426603330378e-16
WY_Recent,0.4083814237259152,-807.8888888888889,1.3037695295273473,119847.96696553388,1.0812993504044707e-14,3.1075097919757018,5.905426603330378e-16
WY_Recent,0.4056087069085306,-780.5111111111112,1.3782706455003384,119847.96696553388,1.0812993504044707e-14,3.1075097919757018,5.905426603330378e-16
WY_Recent,0.40284199700445683,-753.1333333333334,1.4527717614733295,119847.96696553388,1.0812993504044707e-14,3.1075097919757018,5.905426603330378e-16
WY_Recent,0.4000814564918422,-725.7555555555557,1.5272728774463207,119847.96696553388,1.0812993504044707e-14,3.1075097919757018,5.905426603330378e-16
WY_Recent,0.3973272463126587,-698.3777777777777,1.6017739934193125,119847.96696553388,1.0812993504044707e-14,3.1075097919757018,5.905426603330378e-16
WY_Recent,0.3945795258380817,-671,1.6762751093923036,119847.96696553388,1.0812993504044707e-14,3.1075097919757018,5.905426603330378e-16
