name,.pred,TempDist_Recent_Wtr_Year_2023,TempDist_Recent_Wtr_Year_2023_scaled,Geographic_Dist,Geographic_Dist_scaled,PPTDist_Recent_Wtr_Year_2023,PPTDist_Recent_Wtr_Year_2023_scaled
WY_Recent,0.27158010875442157,-3,-1.6762751093923032,119847.96696553388,1.0812993504044707e-14,-1307.008326802289,8.818191638502379e-15
WY_Recent,0.286619708661934,-2.7111111111111112,-1.6017739934193118,119847.96696553388,1.0812993504044707e-14,-1307.008326802289,8.818191638502379e-15
WY_Recent,0.30214670329872867,-2.4222222222222225,-1.5272728774463207,119847.96696553388,1.0812993504044707e-14,-1307.008326802289,8.818191638502379e-15
WY_Recent,0.31813972288083897,-2.1333333333333333,-1.4527717614733293,119847.96696553388,1.0812993504044707e-14,-1307.008326802289,8.818191638502379e-15
WY_Recent,0.33457341936301255,-1.8444444444444446,-1.3782706455003382,119847.96696553388,1.0812993504044707e-14,-1307.008326802289,8.818191638502379e-15
WY_Recent,0.35141850437392075,-1.5555555555555558,-1.3037695295273468,119847.96696553388,1.0812993504044707e-14,-1307.008326802289,8.818191638502379e-15
WY_Recent,0.3686418545780068,-1.2666666666666668,-1.2292684135543557,119847.96696553388,1.0812993504044707e-14,-1307.008326802289,8.818191638502379e-15
WY_Recent,0.3862066870988415,-0.9777777777777779,-1.1547672975813643,119847.96696553388,1.0812993504044707e-14,-1307.008326802289,8.818191638502379e-15
WY_Recent,0.40407280566729864,-0.6888888888888891,-1.080266181608373,119847.96696553388,1.0812993504044707e-14,-1307.008326802289,8.818191638502379e-15
WY_Recent,0.42219691598640796,-0.40000000000000036,-1.0057650656353818,119847.96696553388,1.0812993504044707e-14,-1307.008326802289,8.818191638502379e-15
WY_Recent,0.44053300652497895,-0.1111111111111116,-0.9312639496623907,119847.96696553388,1.0812993504044707e-14,-1307.008326802289,8.818191638502379e-15
WY_Recent,0.4590327886710812,0.1777777777777776,-0.8567628336893993,119847.96696553388,1.0812993504044707e-14,-1307.008326802289,8.818191638502379e-15
WY_Recent,0.477646188010298,0.46666666666666634,-0.7822617177164081,119847.96696553388,1.0812993504044707e-14,-1307.008326802289,8.818191638502379e-15
WY_Recent,0.49632187655949617,0.7555555555555551,-0.7077606017434169,119847.96696553388,1.0812993504044707e-14,-1307.008326802289,8.818191638502379e-15
WY_Recent,0.5150078341942497,1.0444444444444443,-0.6332594857704256,119847.96696553388,1.0812993504044707e-14,-1307.008326802289,8.818191638502379e-15
WY_Recent,0.5336519263503812,1.333333333333333,-0.5587583697974343,119847.96696553388,1.0812993504044707e-14,-1307.008326802289,8.818191638502379e-15
WY_Recent,0.5522024844268645,1.6222222222222218,-0.4842572538244431,119847.96696553388,1.0812993504044707e-14,-1307.008326802289,8.818191638502379e-15
WY_Recent,0.5706088752083652,1.9111111111111105,-0.40975613785145193,119847.96696553388,1.0812993504044707e-14,-1307.008326802289,8.818191638502379e-15
WY_Recent,0.5888220460676642,2.1999999999999993,-0.3352550218784607,119847.96696553388,1.0812993504044707e-14,-1307.008326802289,8.818191638502379e-15
WY_Recent,0.6067950336740967,2.488888888888888,-0.2607539059054695,119847.96696553388,1.0812993504044707e-14,-1307.008326802289,8.818191638502379e-15
WY_Recent,0.6244834253655278,2.777777777777777,-0.18625278993247826,119847.96696553388,1.0812993504044707e-14,-1307.008326802289,8.818191638502379e-15
WY_Recent,0.6418457641534927,3.0666666666666664,-0.11175167395948682,119847.96696553388,1.0812993504044707e-14,-1307.008326802289,8.818191638502379e-15
WY_Recent,0.65884389041974,3.355555555555555,-0.03725055798649561,119847.96696553388,1.0812993504044707e-14,-1307.008326802289,8.818191638502379e-15
WY_Recent,0.6754432156123296,3.644444444444444,0.03725055798649561,119847.96696553388,1.0812993504044707e-14,-1307.008326802289,8.818191638502379e-15
WY_Recent,0.6916129255431246,3.9333333333333327,0.11175167395948682,119847.96696553388,1.0812993504044707e-14,-1307.008326802289,8.818191638502379e-15
WY_Recent,0.70732611311452,4.222222222222221,0.18625278993247804,119847.96696553388,1.0812993504044707e-14,-1307.008326802289,8.818191638502379e-15
WY_Recent,0.7225598423632003,4.51111111111111,0.26075390590546926,119847.96696553388,1.0812993504044707e-14,-1307.008326802289,8.818191638502379e-15
WY_Recent,0.7372951475228252,4.799999999999999,0.33525502187846046,119847.96696553388,1.0812993504044707e-14,-1307.008326802289,8.818191638502379e-15
WY_Recent,0.7515169723178097,5.088888888888889,0.40975613785145193,119847.96696553388,1.0812993504044707e-14,-1307.008326802289,8.818191638502379e-15
WY_Recent,0.7652140558719489,5.377777777777776,0.4842572538244429,119847.96696553388,1.0812993504044707e-14,-1307.008326802289,8.818191638502379e-15
WY_Recent,0.7783787724360977,5.666666666666666,0.5587583697974343,119847.96696553388,1.0812993504044707e-14,-1307.008326802289,8.818191638502379e-15
WY_Recent,0.7910069326161433,5.955555555555554,0.6332594857704253,119847.96696553388,1.0812993504044707e-14,-1307.008326802289,8.818191638502379e-15
WY_Recent,0.8030975539406351,6.244444444444444,0.7077606017434168,119847.96696553388,1.0812993504044707e-14,-1307.008326802289,8.818191638502379e-15
WY_Recent,0.8146526084837702,6.533333333333333,0.7822617177164082,119847.96696553388,1.0812993504044707e-14,-1307.008326802289,8.818191638502379e-15
WY_Recent,0.8256767548995946,6.822222222222221,0.8567628336893992,119847.96696553388,1.0812993504044707e-14,-1307.008326802289,8.818191638502379e-15
WY_Recent,0.8361770616771087,7.111111111111111,0.9312639496623907,119847.96696553388,1.0812993504044707e-14,-1307.008326802289,8.818191638502379e-15
WY_Recent,0.8461627277440188,7.399999999999999,1.0057650656353816,119847.96696553388,1.0812993504044707e-14,-1307.008326802289,8.818191638502379e-15
WY_Recent,0.8556448057773461,7.688888888888888,1.080266181608373,119847.96696553388,1.0812993504044707e-14,-1307.008326802289,8.818191638502379e-15
