name,.pred,TempDist_Recent_Wtr_Year_2023,TempDist_Recent_Wtr_Year_2023_scaled,Geographic_Dist,Geographic_Dist_scaled,PPTDist_Recent_Wtr_Year_2023,PPTDist_Recent_Wtr_Year_2023_scaled
WY_Recent,0.3412102932270772,-3,-1.6762751093923032,119847.96696553388,1.0812993504044707e-14,-1307.008326802289,8.818191638502379e-15
WY_Recent,0.346105239186764,-2.7111111111111112,-1.6017739934193118,119847.96696553388,1.0812993504044707e-14,-1307.008326802289,8.818191638502379e-15
WY_Recent,0.3510329897213833,-2.4222222222222225,-1.5272728774463207,119847.96696553388,1.0812993504044707e-14,-1307.008326802289,8.818191638502379e-15
WY_Recent,0.3559927037979433,-2.1333333333333333,-1.4527717614733293,119847.96696553388,1.0812993504044707e-14,-1307.008326802289,8.818191638502379e-15
WY_Recent,0.36098351428976583,-1.8444444444444446,-1.3782706455003382,119847.96696553388,1.0812993504044707e-14,-1307.008326802289,8.818191638502379e-15
WY_Recent,0.3660045284291408,-1.5555555555555558,-1.3037695295273468,119847.96696553388,1.0812993504044707e-14,-1307.008326802289,8.818191638502379e-15
WY_Recent,0.37105482830248776,-1.2666666666666668,-1.2292684135543557,119847.96696553388,1.0812993504044707e-14,-1307.008326802289,8.818191638502379e-15
WY_Recent,0.37613347138780134,-0.9777777777777779,-1.1547672975813643,119847.96696553388,1.0812993504044707e-14,-1307.008326802289,8.818191638502379e-15
WY_Recent,0.3812394911340448,-0.6888888888888891,-1.080266181608373,119847.96696553388,1.0812993504044707e-14,-1307.008326802289,8.818191638502379e-15
WY_Recent,0.3863718975820377,-0.40000000000000036,-1.0057650656353818,119847.96696553388,1.0812993504044707e-14,-1307.008326802289,8.818191638502379e-15
WY_Recent,0.3915296780262675,-0.1111111111111116,-0.9312639496623907,119847.96696553388,1.0812993504044707e-14,-1307.008326802289,8.818191638502379e-15
